Uniprot_ID,Uniprot_name,Location_control,Confidence_control,Location_AD,Confidence_AD
Q96AE4,FUBP1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q96AG3,S2546_HUMAN,Postsynapse,Low,Endoplasmic Reticulum_Mitochondria,Low
Q96AG4,LRC59_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96AJ9,VTI1A_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q96AM1,MRGRF_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Nucleus,Low
Q96AQ6,PBIP1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q96AT9,RPE_HUMAN;sp,Cytoplasm,High,Cytoplasm,High
Q96AX1,VP33A_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q96BM9,ARL8A_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q96BQ5,CC127_HUMAN,Mitochondria,High,Mitochondria,High
Q96C19,EFHD2_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q96CM8,ACSF2_HUMAN,Mitochondria,Medium,Mitochondria,High
Q96CN7,ISOC1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q96CS3,FAF2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96CT7,CC124_HUMAN,Plasma membrane,Medium,Plasma membrane_Presynapse,Low
Q96CV9,OPTN_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q96CW1,AP2M1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96CX2,KCD12_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Endoplasmic Reticulum_Presynapse,Low
Q96D09,GASP2_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q96D71,REPS1_HUMAN,Cytoplasm_Nucleus,Low,Mitochondria_Nucleus,Low
Q96DA2,RB39B_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q96DA6,TIM14_HUMAN,Mitochondria,High,Mitochondria,High
Q96DB2,HDA11_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Plasma membrane,Low
Q96DD7,SHSA4_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum,Medium
Q96DE0,NUD16_HUMAN,Cytoplasm_Nucleus,Low,Cytoplasm,High
Q96DG6,CMBL_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q96DZ1,ERLEC_HUMAN,Cytoplasm,Low,Endoplasmic Reticulum,Low
Q96DZ9,CKLF5_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria_Postsynapse,Low
Q96E17,RAB3C_HUMAN,Presynapse,Low,Cytoskeleton,Medium
Q96EE3,SEH1_HUMAN,Mitochondria,Low,Endoplasmic Reticulum_Presynapse,Low
Q96EK5,KBP_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q96EQ0,SGTB_HUMAN,Cytoskeleton,Medium,Cytoskeleton_Endoplasmic Reticulum,Low
Q96EY1,DNJA3_HUMAN,Postsynapse,High,Postsynapse,Medium
Q96EY7,PTCD3_HUMAN,Endoplasmic Reticulum_Postsynapse,Low,Postsynapse,High
Q96F07,CYFP2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96F24,NRBF2_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria_Nucleus,Low
Q96F85,CNRP1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96FC7,PHIPL_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q96FE5,LIGO1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Mitochondria,Low
Q96FJ2,DYL2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q96FN4,CPNE2_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Low
Q96FQ6,S10AG_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q96FW1,OTUB1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q96FZ7,CHMP6_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q96G03,PGM2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q96GA7,SDSL_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96GD0,PLPP_HUMAN;sp,Cytoplasm,Medium,Cytoskeleton,High
Q96GG9,DCNL1_HUMAN,Cytoplasm,High,Endoplasmic Reticulum,Medium
Q96GK7,FAH2A_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q96GQ5,RUS1_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q96GR2,ACBG1_HUMAN;sp,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Mitochondria,Low
Q96GW7,PGCB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96HE7,ERO1A_HUMAN;sp,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q96HN2,SAHH3_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q96HR9,REEP6_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q96HS1,PGAM5_HUMAN,Mitochondria_Postsynapse,Low,Postsynapse_Presynapse,Low
Q96HU8,DIRA2_HUMAN,Endoplasmic Reticulum,High,Cytoskeleton_Endoplasmic Reticulum,Low
Q96HY6,DDRGK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96I15,SCLY_HUMAN,Cytoplasm,High,Cytoplasm,High
Q96I23,PREY_HUMAN,Mitochondria,High,Mitochondria,High
Q96I99,SUCB2_HUMAN,NA,None,Mitochondria_Postsynapse,Low
Q96ID5,IGS21_HUMAN,Presynapse,Medium,Plasma membrane_Presynapse,Low
Q96IU4,ABHEB_HUMAN,Cytoplasm,Medium,Cytoplasm_Endoplasmic Reticulum,Low
Q96IX5,USMG5_HUMAN,Postsynapse,Medium,Mitochondria_Postsynapse,Low
Q96JE9,MAP6_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96JG6,VPS50_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q96JH7,VCIP1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Low
Q96JJ3,ELMO2_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Low
Q96JJ7,TMX3_HUMAN,Cytoskeleton_Nucleus,Low,Mitochondria,High
Q96JQ2,CLMN_HUMAN,Mitochondria,Low,Mitochondria,High
Q96K17,BT3L4_HUMAN,Plasma membrane,Low,Plasma membrane,Medium
Q96KG9,SCYL1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
Q96KN2,CNDP1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q96KP1,EXOC2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96KP4,CNDP2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96L92,SNX27_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q96LT7,CI072_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q96MM6,HS12B_HUMAN,Nucleus,Medium,Nucleus,Medium
Q96MZ0,GD1L1_HUMAN,Plasma membrane,Medium,Cytoskeleton,Low
Q96N66,MBOA7_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96NN9,AIFM3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q96NW7,LRRC7_HUMAN,Postsynapse,Medium,Mitochondria_Nucleus,Low
Q96P47,AGAP3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96P70,IPO9_HUMAN,Endoplasmic Reticulum,Medium,Plasma membrane,Low
Q96PE3,INP4A_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Plasma membrane,Low
Q96PE5,OPALI_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q96PE7,MCEE_HUMAN,Mitochondria,Medium,Mitochondria,Medium
Q96PU5,NED4L_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q96PU8,QKI_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q96PY5,FMNL2_HUMAN,Plasma membrane,Medium,Cytoskeleton_Presynapse,Low
Q96Q05,TPPC9_HUMAN,Endoplasmic Reticulum,High,Mitochondria,High
Q96QE2,MYCT_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q96QK1,VPS35_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q96QR8,PURB_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q96RD7,PANX1_HUMAN,Mitochondria,High,Endoplasmic Reticulum,High
Q96RF0,SNX18_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Mitochondria,Medium
Q96RL7,VP13A_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96RP9,EFGM_HUMAN,Mitochondria,High,Mitochondria,High
Q96RQ3,MCCA_HUMAN,Mitochondria,Medium,Mitochondria,High
Q96RR4,KKCC2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q96RS6,NUDC1_HUMAN,Nucleus,Low,Nucleus,High
Q96RT1,ERBIN_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,High
Q96S52,PIGS_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q96S66,CLCC1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q96S97,MYADM_HUMAN,Endoplasmic Reticulum,High,Presynapse,High
Q96SB3,NEB2_HUMAN,Postsynapse,High,Mitochondria,High
Q96SW2,CRBN_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Endoplasmic Reticulum,Medium
Q96SZ5,AEDO_HUMAN,Cytoplasm,High,Cytoplasm,High
Q96T76,MMS19_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q96TA1,NIBL1_HUMAN,NA,None,Endoplasmic Reticulum_Mitochondria,Low
Q96TC7,RMD3_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q99250,SCN2A_HUMAN;sp,Plasma membrane,High,Cytoskeleton,Low
Q99259,DCE1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q99426,TBCB_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q99436,PSB7_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoskeleton,Medium
Q99447,PCY2_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoskeleton_Endoplasmic Reticulum,Low
Q99460,PSMD1_HUMAN,Plasma membrane,Medium,Cytoskeleton_Endoplasmic Reticulum,Low
Q99471,PFD5_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q99490,AGAP2_HUMAN,NA,None,Nucleus_Postsynapse,Low
Q99497,PARK7_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q99523,SORT_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q99536,VAT1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q99569,PKP4_HUMAN,Postsynapse,Medium,Mitochondria,High
Q99572,P2RX7_HUMAN,Presynapse,High,Plasma membrane_Presynapse,Low
Q99574,NEUS_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Nucleus,Low
Q99584,S10AD_HUMAN,Cytoplasm,Medium,Cytoskeleton,High
Q99598,TSNAX_HUMAN,Cytoplasm,High,Cytoplasm,High
Q99613,EIF3C_HUMAN;sp,Presynapse,Low,Endoplasmic Reticulum,High
Q99614,TTC1_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q99615,DNJC7_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q99622,C10_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Low
Q99623,PHB2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q99627,CSN8_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q99643,C560_HUMAN,Mitochondria,Medium,Mitochondria,Medium
Q99653,CHP1_HUMAN,Presynapse,High,Endoplasmic Reticulum_Presynapse,Low
Q99683,M3K5_HUMAN,NA,None,Mitochondria,Medium
Q99685,MGLL_HUMAN,Cytoskeleton,Low,Cytoskeleton,Medium
Q99714,HCD2_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q99719,SEPT5_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q99729,ROAA_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
Q99733,NP1L4_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q99747,SNAG_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton,Medium
Q99766,ATP5S_HUMAN,Postsynapse,High,Postsynapse,High
Q99767,APBA2_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,Low
Q99784,NOE1_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q99798,ACON_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q99805,TM9S2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q99807,COQ7_HUMAN,Postsynapse,Medium,Mitochondria,High
Q99816,TS101_HUMAN,Endoplasmic Reticulum,High,Presynapse,Medium
Q99829,CPNE1_HUMAN,Cytoskeleton,Low,Endoplasmic Reticulum,High
Q99832,TCPH_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q99873,ANM1_HUMAN,Cytoplasm,High,Cytoplasm,Low
Q99879,H2B1M_HUMAN;sp,Nucleus,High,Cytoskeleton,Medium
Q99884,SC6A7_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Mitochondria,Medium
Q99943,PLCA_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q99961,SH3G1_HUMAN,Postsynapse,Low,Postsynapse,Low
Q99962,SH3G2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q99963,SH3G3_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q9BPU6,DPYL5_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9BPW8,NIPS1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9BQ69,MACD1_HUMAN,Mitochondria,High,Postsynapse,High
Q9BQ70,TCF25_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q9BQE5,APOL2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9BQG1,SYT3_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q9BQI5,SGIP1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q9BQI7,PSD2_HUMAN,Plasma membrane,Low,Endoplasmic Reticulum_Plasma membrane,Low
Q9BQI9,NRIP2_HUMAN,NA,None,Cytoplasm,Low
Q9BR01,ST4A1_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q9BR76,COR1B_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q9BRA2,TXD17_HUMAN,Cytoplasm,High,Mitochondria,High
Q9BRK0,REEP2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q9BRK4,LZTS2_HUMAN;sp,Mitochondria,Low,Mitochondria,Low
Q9BRQ6,MIC25_HUMAN,Mitochondria,High,Mitochondria,High
Q9BRX8,PXL2A_HUMAN,Cytoskeleton_Presynapse,Low,Cytoskeleton,Medium
Q9BS26,ERP44_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9BSA4,TTYH2_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Plasma membrane,Low
Q9BSF0,SMAKA_HUMAN,NA,None,Mitochondria,Low
Q9BSH4,TACO1_HUMAN,Mitochondria,High,Postsynapse,Low
Q9BSH5,HDHD3_HUMAN,Cytoplasm,Low,Mitochondria,Medium
Q9BSJ8,ESYT1_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton,High
Q9BST9,RTKN_HUMAN,Mitochondria,Low,Endoplasmic Reticulum,Low
Q9BSU1,CP070_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Presynapse,Medium
Q9BT78,CSN4_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q9BTE1,DCTN5_HUMAN,Cytoplasm,Low,NA,None
Q9BTE6,AASD1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Postsynapse,Low
Q9BTV4,TMM43_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q9BTV5,FSD1_HUMAN,Cytoskeleton,High,Cytoskeleton_Endoplasmic Reticulum,Low
Q9BTW9,TBCD_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9BU02,THTPA_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q9BUF5,TBB6_HUMAN,Cytoskeleton,Medium,Cytoskeleton_Plasma membrane,Low
Q9BUR5,MIC26_HUMAN,Mitochondria,High,Plasma membrane,High
Q9BUT1,BDH2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q9BV20,MTNA_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9BV23,ABHD6_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Nucleus,Low
Q9BV79,MECR_HUMAN,Mitochondria,Medium,Postsynapse,Low
Q9BVA0,KTNB1_HUMAN,Endoplasmic Reticulum_Plasma membrane,Low,Nucleus,Low
Q9BVA1,TBB2B_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9BVK6,TMED9_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9BW30,TPPP3_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q9BW62,KATL1_HUMAN;sp,Mitochondria,Low,Mitochondria,Low
Q9BW72,HIG2A_HUMAN,Postsynapse,High,Cytoskeleton,Low
Q9BWD1,THIC_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9BWM7,SFXN3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9BWQ8,LFG2_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Low
Q9BWS9,CHID1_HUMAN,NA,None,Mitochondria,Low
Q9BX66,SRBS1_HUMAN,Endoplasmic Reticulum,High,Cytoskeleton,Medium
Q9BX67,JAM3_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton_Plasma membrane,Low
Q9BX68,HINT2_HUMAN,Cytoskeleton,High,Postsynapse,Low
Q9BXF6,RFIP5_HUMAN,Endoplasmic Reticulum_Postsynapse,Low,Endoplasmic Reticulum_Nucleus,Low
Q9BXJ9,NAA15_HUMAN;sp,Cytoplasm_Endoplasmic Reticulum,Low,Cytoplasm_Mitochondria,Low
Q9BXK5,B2L13_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q9BXS0,COPA1_HUMAN,NA,None,Postsynapse,Medium
Q9BXS5,AP1M1_HUMAN;sp,Cytoplasm,Low,NA,None
Q9BXW6,OSBL1_HUMAN,Cytoskeleton,Medium,Endoplasmic Reticulum,Medium
Q9BXW7,HDHD5_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,High
Q9BY11,PACN1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9BY32,ITPA_HUMAN,Cytoskeleton,High,Cytoplasm,High
Q9BY67,CADM1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q9BYB0,SHAN3_HUMAN,Postsynapse,High,Postsynapse,Medium
Q9BYD6,RM01_HUMAN,Mitochondria,Medium,Mitochondria,High
Q9BZ29,DOCK9_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q9BZC7,ABCA2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9BZE9,ASPC1_HUMAN,Cytoplasm,Medium,Mitochondria,Medium
Q9BZF1,OSBL8_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Postsynapse,Low
Q9BZF3,OSBL6_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q9BZV1,UBXN6_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
Q9BZZ5,API5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9C005,DPY30_HUMAN,NA,None,Cytoplasm,Low
Q9C026,TRIM9_HUMAN,NA,None,Nucleus,Medium
Q9C040,TRIM2_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q9C0B1,FTO_HUMAN,Cytoplasm,High,Cytoplasm,High
Q9C0C9,UBE2O_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q9C0D9,EPT1_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q9C0E8,LNP_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q9C0H2,TTYH3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9C0H5,RHG39_HUMAN,Postsynapse,Medium,Mitochondria,Low
Q9C0H9,SRCN1_HUMAN,Mitochondria,Medium,Postsynapse,High
Q9GZM7,TINAL_HUMAN,Nucleus,High,Nucleus,High
Q9GZM8,NDEL1_HUMAN;sp,Nucleus,Low,Nucleus,Medium
Q9GZN7,ROGDI_HUMAN,Presynapse,Low,Presynapse,Low
Q9GZP4,PITH1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q9GZQ8,MLP3B_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q9GZS3,WDR61_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9GZT3,SLIRP_HUMAN,Mitochondria,High,Mitochondria,Medium
Q9GZT4,SRR_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9GZT6,CC90B_HUMAN,Mitochondria,High,Mitochondria_Postsynapse,Low
Q9GZT8,NIF3L_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
Q9GZV7,HPLN2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9GZY8,MFF_HUMAN,Postsynapse,Low,Cytoskeleton,Low
Q9GZZ9,UBA5_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q9H008,LHPP_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q9H019,MFR1L_HUMAN,Endoplasmic Reticulum,Medium,Postsynapse,Low
Q9H061,T126A_HUMAN,Postsynapse,Medium,Mitochondria,High
Q9H074,PAIP1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q9H078,CLPB_HUMAN,Mitochondria,Low,Mitochondria,High
Q9H0A8,COMD4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9H0B6,KLC2_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q9H0E2,TOLIP_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q9H0Q0,FA49A_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q9H0R4,HDHD2_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoskeleton,High
Q9H0R8,GBRL1_HUMAN;sp,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q9H0U4,RAB1B_HUMAN;sp,Plasma membrane,High,Plasma membrane,Medium
Q9H0W9,CK054_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q9H115,SNAB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9H1E5,TMX4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q9H1K0,RBNS5_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q9H1K1,ISCU_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,Low
Q9H1K4,GHC2_HUMAN,Mitochondria,High,Mitochondria,Low
Q9H1P3,OSBL2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9H1Z4,WDR13_HUMAN,Postsynapse,Low,Presynapse,Low
Q9H244,P2Y12_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q9H254,SPTN4_HUMAN,Cytoskeleton,Low,Postsynapse,Medium
Q9H269,VPS16_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Presynapse,Low
Q9H270,VPS11_HUMAN,Endoplasmic Reticulum,High,Presynapse,Medium
Q9H299,SH3L3_HUMAN,Cytoplasm,High,Cytoplasm,High
Q9H2C0,GAN_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Low
Q9H2G2,SLK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q9H2H9,S38A1_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Low
Q9H2M9,RBGPR_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9H2U2,IPYR2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q9H2W6,RM46_HUMAN,Postsynapse,Low,Mitochondria,High
Q9H2X9,S12A5_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9H305,CDIP1_HUMAN,Endoplasmic Reticulum,Low,NA,None
Q9H313,TTYH1_HUMAN,Presynapse,Medium,Presynapse,Medium
Q9H330,TM245_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q9H3H3,CK068_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q9H3K6,BOLA2_HUMAN,Cytoplasm,High,Mitochondria,Medium
Q9H3N1,TMX1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q9H3S7,PTN23_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton,Medium
Q9H3Z4,DNJC5_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q9H425,CA198_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Low
Q9H444,CHM4B_HUMAN,Endoplasmic Reticulum,High,Cytoskeleton,Low
Q9H479,FN3K_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q9H492,MLP3A_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Low
Q9H4A4,AMPB_HUMAN,Cytoplasm,High,Cytoplasm,Low
Q9H4A6,GOLP3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q9H4G0,E41L1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9H4G4,GAPR1_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Cytoskeleton_Presynapse,Low
Q9H4M3,FBX44_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
Q9H4M9,EHD1_HUMAN,Presynapse,Low,Endoplasmic Reticulum,Medium
Q9H598,VIAAT_HUMAN,Presynapse,Medium,Plasma membrane,Medium
Q9H6K4,OPA3_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria_Postsynapse,Low
Q9H6K5,PRR36_HUMAN,Endoplasmic Reticulum,Low,Nucleus,Medium
Q9H6L5,RETR1_HUMAN,Nucleus,Low,Mitochondria,High
Q9H6R3,ACSS3_HUMAN,Cytoplasm,High,Mitochondria,High
Q9H6U6,BCAS3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q9H7D0,DOCK5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q9H7Z7,PGES2_HUMAN,Cytoskeleton,Medium,Plasma membrane,Medium
Q9H845,ACAD9_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria_Postsynapse,Low
Q9H8H3,MET7A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q9H902,REEP1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Nucleus,Low
Q9H936,GHC1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
