Uniprot_ID,Uniprot_name,Location_control,Confidence_control,Location_AD,Confidence_AD
P50914,RL14_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P50990,TCPQ_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P50991,TCPD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P50993,AT1A2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P50995,ANX11_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,Medium
P51114,FXR1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P51148,RAB5C_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
P51149,RAB7A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P51178,PLCD1_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P51398,RT29_HUMAN,Mitochondria,Medium,Mitochondria_Nucleus,Low
P51452,DUS3_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
P51513,NOVA1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Nucleus,Low
P51553,IDH3G_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P51570,GALK1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
P51571,SSRD_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P51572,BAP31_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum_Presynapse,Low
P51610,HCFC1_HUMAN,Nucleus,Medium,Endoplasmic Reticulum_Nucleus,Low
P51648,AL3A2_HUMAN;sp,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
P51649,SSDH_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P51659,DHB4_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P51665,PSMD7_HUMAN,Cytoskeleton,Medium,Endoplasmic Reticulum,Medium
P51693,APLP1_HUMAN,Cytoplasm,High,Cytoplasm,High
P51784,UBP11_HUMAN,Nucleus,Medium,Nucleus,High
P51790,CLCN3_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
P51808,DYLT3_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P51858,HDGF_HUMAN,Cytoplasm,High,Cytoplasm,High
P51888,PRELP_HUMAN,Plasma membrane,High,Endoplasmic Reticulum,Low
P51911,CNN1_HUMAN,Nucleus,Low,Nucleus,High
P51970,NDUA8_HUMAN,Plasma membrane,High,Plasma membrane,High
P51991,ROA3_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P52209,6PGD_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P52294,IMA5_HUMAN,Cytoskeleton,Low,Endoplasmic Reticulum,Low
P52306,GDS1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P52429,DGKE_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P52565,GDIR1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P52566,GDIR2_HUMAN,Cytoplasm,High,Cytoplasm,High
P52594,AGFG1_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Postsynapse,Low
P52597,HNRPF_HUMAN,Nucleus,Medium,Nucleus,High
P52758,RIDA_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P52788,SPSY_HUMAN,Cytoskeleton,Medium,Endoplasmic Reticulum,Medium
P52815,RM12_HUMAN,Postsynapse,Low,Postsynapse,Medium
P52888,THOP1_HUMAN,Cytoplasm,High,Cytoplasm,High
P52943,CRIP2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P53004,BIEA_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P53007,TXTP_HUMAN,Mitochondria,Medium,Mitochondria,Medium
P53041,PPP5_HUMAN,Cytoplasm,High,Cytoplasm,High
P53365,ARFP2_HUMAN,Endoplasmic Reticulum,Low,Presynapse,Low
P53367,ARFP1_HUMAN,Mitochondria,Low,Mitochondria,Low
P53396,ACLY_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P53582,MAP11_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Cytoplasm,Low
P53597,SUCA_HUMAN,Postsynapse,High,Cytoskeleton,High
P53602,MVD1_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Endoplasmic Reticulum,High
P53618,COPB_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P53621,COPA_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
P53677,AP3M2_HUMAN,Plasma membrane,Medium,Cytoskeleton_Presynapse,Low
P53680,AP2S1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P53779,MK10_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P53990,IST1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
P53992,SC24C_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
P53999,TCP4_HUMAN,Plasma membrane_Presynapse,Low,Presynapse,Low
P54136,SYRC_HUMAN,Presynapse,Medium,Endoplasmic Reticulum_Presynapse,Low
P54284,CACB3_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Mitochondria,Low
P54289,CA2D1_HUMAN,Plasma membrane,High,Plasma membrane,Medium
P54577,SYYC_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P54578,UBP14_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P54619,AAKG1_HUMAN,Endoplasmic Reticulum,High,Presynapse,High
P54652,HSP72_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P54687,BCAT1_HUMAN,Cytoplasm,High,Cytoplasm,High
P54709,AT1B3_HUMAN,Presynapse,High,Presynapse,High
P54725,RD23A_HUMAN,Cytoplasm,Medium,Cytoplasm,High
P54727,RD23B_HUMAN,Cytoplasm,Medium,Cytoplasm,High
P54750,PDE1A_HUMAN,Cytoskeleton,High,NA,None
P54764,EPHA4_HUMAN;sp,Presynapse,Medium,Cytoskeleton,Low
P54803,GALC_HUMAN,Mitochondria,Medium,Nucleus,Low
P54819,KAD2_HUMAN,Cytoplasm,High,Cytoplasm,High
P54829,PTN5_HUMAN,Postsynapse,High,Mitochondria_Nucleus,Low
P54886,P5CS_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Mitochondria,Medium
P54920,SNAA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P55010,IF5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
P55011,S12A2_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P55036,PSMD4_HUMAN,Endoplasmic Reticulum,Medium,Plasma membrane,Medium
P55060,XPO2_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P55072,TERA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P55084,ECHB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P55087,AQP4_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P55160,NCKPL_HUMAN,NA,None,Mitochondria,High
P55196,AFAD_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P55209,NP1L1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P55263,ADK_HUMAN,Cytoplasm,High,Cytoplasm,High
P55268,LAMB2_HUMAN,Nucleus,High,Cytoskeleton,Medium
P55290,CAD13_HUMAN,Plasma membrane,High,Plasma membrane,Medium
P55327,TPD52_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P55735,SEC13_HUMAN,Cytoskeleton,Medium,Endoplasmic Reticulum,Low
P55769,NH2L1_HUMAN,Nucleus,High,Nucleus,Medium
P55786,PSA_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P55795,HNRH2_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P55809,SCOT1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P55854,SUMO3_HUMAN;sp,Cytoplasm,Medium,Cytoplasm_Nucleus,Low
P55884,EIF3B_HUMAN,Presynapse,Medium,Endoplasmic Reticulum,Medium
P55957,BID_HUMAN,Cytoplasm,High,Cytoplasm,High
P56134,ATPK_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P56181,NDUV3_HUMAN,Mitochondria,Medium,Mitochondria,High
P56192,SYMC_HUMAN,Presynapse,High,Presynapse,Medium
P56378,68MP_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,Medium
P56385,ATP5I_HUMAN,Postsynapse,Medium,Cytoskeleton,High
P56537,IF6_HUMAN,Endoplasmic Reticulum,Low,Cytoplasm,High
P56556,NDUA6_HUMAN,Postsynapse,High,Postsynapse,High
P57087,JAM2_HUMAN,Endoplasmic Reticulum,Medium,Cytoplasm,Medium
P57088,TMM33_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum_Presynapse,Low
P57737,CORO7_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
P58546,MTPN_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P58549,FXYD7_HUMAN,Presynapse,Medium,Plasma membrane,Medium
P59666,DEF3_HUMAN;sp,NA,None,Nucleus,Low
P59768,GBG2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P60033,CD81_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P60174,TPIS_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P60201,MYPR_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P60228,EIF3E_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
P60520,GBRL2_HUMAN,Cytoskeleton,High,Cytoplasm,Medium
P60660,MYL6_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P60709,ACTB_HUMAN;sp,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P60842,IF4A1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P60866,RS20_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
P60891,PRPS1_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P60900,PSA6_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P60903,S10AA_HUMAN,Cytoplasm_Presynapse,Low,Cytoplasm,Low
P60953,CDC42_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P60981,DEST_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P60983,GMFB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61006,RAB8A_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
P61011,SRP54_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P61018,RAB4B_HUMAN,Cytoskeleton,High,Cytoplasm,Medium
P61019,RAB2A_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P61020,RAB5B_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
P61026,RAB10_HUMAN,Plasma membrane,Medium,Plasma membrane,Medium
P61077,UB2D3_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P61081,UBC12_HUMAN,Cytoplasm,High,Cytoplasm,High
P61086,UBE2K_HUMAN,Cytoplasm,High,Cytoplasm,High
P61088,UBE2N_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P61106,RAB14_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P61163,ACTZ_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61201,CSN2_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
P61204,ARF3_HUMAN,Endoplasmic Reticulum,Low,Cytoplasm,Low
P61221,ABCE1_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Endoplasmic Reticulum_Plasma membrane,Low
P61224,RAP1B_HUMAN;sp,Plasma membrane,Medium,Presynapse,High
P61225,RAP2B_HUMAN,Presynapse,Medium,Presynapse,High
P61247,RS3A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61254,RL26_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P61266,STX1B_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P61313,RL15_HUMAN,Plasma membrane,High,Presynapse,Medium
P61328,FGF12_HUMAN;sp,Cytoskeleton,Medium,Cytoplasm,Medium
P61353,RL27_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P61421,VA0D1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61457,PHS_HUMAN,Cytoplasm,Medium,Cytoplasm,Low
P61513,RL37A_HUMAN;sp,Cytoplasm,Low,Cytoskeleton,Low
P61586,RHOA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61601,NCALD_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P61604,CH10_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61619,S61A1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
P61758,PFD3_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P61764,STXB1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61769,B2MG_HUMAN,Cytoskeleton,High,Plasma membrane_Presynapse,Low
P61916,NPC2_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P61923,COPZ1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
P61925,IPKA_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P61960,UFM1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P61970,NTF2_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P61978,HNRPK_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P61981,1433G_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62068,UBP46_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Mitochondria,Medium
P62070,RRAS2_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Nucleus,Low
P62081,RS7_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62140,PP1B_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62166,NCS1_HUMAN,Endoplasmic Reticulum,Medium,Plasma membrane_Postsynapse,Low
P62191,PRS4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P62195,PRS8_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Low
P62241,RS8_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62244,RS15A_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
P62249,RS16_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62258,1433E_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62263,RS14_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P62266,RS23_HUMAN,Plasma membrane,High,Cytoskeleton_Plasma membrane,Low
P62269,RS18_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P62273,RS29_HUMAN,Endoplasmic Reticulum,Low,Plasma membrane,Low
P62277,RS13_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62280,RS11_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P62304,RUXE_HUMAN,Plasma membrane,Medium,Cytoplasm_Plasma membrane,Low
P62306,RUXF_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Mitochondria,Medium
P62308,RUXG_HUMAN;sp,Endoplasmic Reticulum,Low,Cytoskeleton,Low
P62310,LSM3_HUMAN,Cytoplasm,High,Cytoplasm,High
P62314,SMD1_HUMAN,Plasma membrane,Medium,Plasma membrane,Low
P62316,SMD2_HUMAN,Plasma membrane,Low,Plasma membrane,Medium
P62318,SMD3_HUMAN,Plasma membrane,High,Plasma membrane,Medium
P62328,TYB4_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P62330,ARF6_HUMAN,Postsynapse,Medium,Mitochondria_Postsynapse,Low
P62333,PRS10_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
P62424,RL7A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62495,ERF1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
P62701,RS4X_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62745,RHOB_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
P62750,RL23A_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P62753,RS6_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P62760,VISL1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62805,H4_HUMAN,Plasma membrane,High,Cytoskeleton,High
P62820,RAB1A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62826,RAN_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62829,RL23_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62834,RAP1A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62837,UB2D2_HUMAN,Cytoplasm,Low,Cytoplasm_Nucleus,Low
P62841,RS15_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
P62847,RS24_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P62851,RS25_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
P62854,RS26_HUMAN;sp,Plasma membrane,High,Cytoskeleton_Plasma membrane,Low
P62857,RS28_HUMAN,Plasma membrane,High,Cytoskeleton,High
P62861,RS30_HUMAN,Plasma membrane_Presynapse,Low,Plasma membrane,Medium
P62873,GBB1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62879,GBB2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62888,RL30_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
P62899,RL31_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
P62906,RL10A_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
P62910,RL32_HUMAN,Plasma membrane,High,Cytoskeleton_Plasma membrane,Low
P62913,RL11_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,Medium
P62917,RL8_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P62937,PPIA_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P62942,FKB1A_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P62979,RS27A_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P62993,GRB2_HUMAN,Cytoplasm,High,Cytoplasm,Medium
P62995,TRA2B_HUMAN,Nucleus,High,Nucleus,High
P63000,RAC1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P63010,AP2B1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63027,VAMP2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63096,GNAI1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63098,CANB1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63104,1433Z_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63151,2ABA_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P63162,RSMN_HUMAN;sp,Plasma membrane,Medium,Plasma membrane_Presynapse,Low
P63167,DYL1_HUMAN,Cytoskeleton,High,Cytoskeleton,Low
P63172,DYLT1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P63173,RL38_HUMAN,Plasma membrane,High,Plasma membrane_Presynapse,Low
P63208,SKP1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63215,GBG3_HUMAN,Cytoskeleton_Plasma membrane,Low,Plasma membrane,Medium
P63218,GBG5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P63220,RS21_HUMAN,Plasma membrane,High,Plasma membrane,Medium
P63241,IF5A1_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P63244,RACK1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P63313,TYB10_HUMAN;CON__P21752,Plasma membrane,Medium,Cytoskeleton,High
P67775,PP2AA_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P67870,CSK2B_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Cytoskeleton,High
P68032,ACTC_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P68036,UB2L3_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
P68104,EF1A1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P68363,TBA1B_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P68366,TBA4A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P68371,TBB4B_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P68400,CSK21_HUMAN;sp,Cytoskeleton,Medium,Cytoskeleton,High
P68402,PA1B2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P68431,H31_HUMAN;sp,Nucleus,High,Nucleus,High
P68871,HBB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P69849,NOMO3_HUMAN;sp,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
P69891,HBG1_HUMAN,Cytoplasm,High,Cytoplasm_Nucleus,Low
P69905,HBA_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P78324,SHPS1_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
P78344,IF4G2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
P78347,GTF2I_HUMAN,Cytoskeleton_Nucleus,Low,Nucleus,High
P78352,DLG4_HUMAN,Plasma membrane,High,Cytoskeleton,High
P78356,PI42B_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
P78357,CNTP1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P78362,SRPK2_HUMAN;sp,Endoplasmic Reticulum_Plasma membrane,Low,Plasma membrane,Low
P78369,CLD10_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
P78371,TCPB_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P78417,GSTO1_HUMAN,Cytoskeleton_Plasma membrane,Low,Cytoskeleton,High
P78508,KCJ10_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
P78527,PRKDC_HUMAN,Cytoskeleton_Nucleus,Low,Nucleus,High
P78559,MAP1A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P80404,GABT_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P80723,BASP1_HUMAN,Plasma membrane,High,Plasma membrane,High
P82909,RT36_HUMAN,Mitochondria_Postsynapse,Low,Cytoskeleton_Postsynapse,Low
P83731,RL24_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton_Plasma membrane,Low
P83916,CBX1_HUMAN,Cytoplasm,High,Cytoplasm,High
P84074,HPCA_HUMAN,Cytoskeleton,High,Cytoskeleton,High
P84077,ARF1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P84085,ARF5_HUMAN,Cytoskeleton,High,Cytoskeleton_Presynapse,Low
P84090,ERH_HUMAN,Cytoplasm,High,Cytoplasm,High
P84098,RL19_HUMAN,Plasma membrane,Low,Cytoskeleton,Low
P84103,SRSF3_HUMAN,Plasma membrane,High,Plasma membrane,Medium
P84243,H33_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
P98160,PGBM_HUMAN,Nucleus,High,Cytoskeleton,High
P98179,RBM3_HUMAN,Nucleus,Medium,Nucleus,Medium
P98194,AT2C1_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
P99999,CYC_HUMAN;CON__P62894,Plasma membrane,Medium,Cytoskeleton,High
Q00013,EM55_HUMAN,Endoplasmic Reticulum,High,Cytoskeleton,Medium
Q00059,TFAM_HUMAN,Mitochondria_Postsynapse,Low,Postsynapse,Medium
Q00169,PIPNA_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q00325,MPCP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q00341,VIGLN_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q00535,CDK5_HUMAN;sp,Cytoskeleton_Endoplasmic Reticulum,Low,Cytoskeleton,Medium
Q00577,PURA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q00587,BORG5_HUMAN,Mitochondria,Low,Mitochondria_Nucleus,Low
Q00610,CLH1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q00688,FKBP3_HUMAN,Plasma membrane_Presynapse,Low,Plasma membrane_Presynapse,Low
Q00765,REEP5_HUMAN,Cytoskeleton_Presynapse,Low,Endoplasmic Reticulum,Low
Q00796,DHSO_HUMAN,Cytoskeleton,High,Cytoplasm_Cytoskeleton,Low
Q01064,PDE1B_HUMAN,Postsynapse,Low,Endoplasmic Reticulum_Presynapse,Low
Q01082,SPTB2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q01105,SET_HUMAN;sp,Cytoskeleton,High,Cytoskeleton,High
Q01130,SRSF2_HUMAN,Plasma membrane,High,Presynapse,High
Q01432,AMPD3_HUMAN,Cytoplasm,High,Mitochondria,Low
Q01433,AMPD2_HUMAN,Endoplasmic Reticulum,Medium,Cytoplasm,Medium
Q01469,FABP5_HUMAN;sp,NA,None,Cytoskeleton,High
Q01484,ANK2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q01650,LAT1_HUMAN;sp,Endoplasmic Reticulum,Medium,Plasma membrane,Medium
Q01813,PFKAP_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q01844,EWS_HUMAN,Cytoplasm,Medium,Nucleus,High
Q01995,TAGL_HUMAN,Cytoplasm,Medium,Cytoplasm,High
Q02108,GCYA1_HUMAN,Cytoplasm,Medium,Postsynapse,Low
Q02153,GCYB1_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q02156,KPCE_HUMAN;sp,Endoplasmic Reticulum,Medium,Cytoskeleton,Medium
Q02218,ODO1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q02246,CNTN2_HUMAN,Cytoskeleton,Medium,Plasma membrane,Medium
Q02252,MMSA_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q02338,BDH_HUMAN,Postsynapse,Medium,Postsynapse,Medium
Q02543,RL18A_HUMAN,Plasma membrane_Presynapse,Low,Plasma membrane_Presynapse,Low
Q02750,MP2K1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q02790,FKBP4_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q02818,NUCB1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q02878,RL6_HUMAN,Cytoskeleton,Medium,Cytoskeleton,Medium
Q02880,TOP2B_HUMAN,Nucleus,High,Nucleus,High
Q02952,AKA12_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q02978,M2OM_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q03001,DYST_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q03013,GSTM4_HUMAN,Cytoplasm,Medium,Mitochondria_Nucleus,Low
Q03135,CAV1_HUMAN;sp,NA,None,Plasma membrane,Low
Q03154,ACY1_HUMAN,Cytoplasm,High,Cytoplasm,High
Q03426,KIME_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q04323,UBXN1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q04446,GLGB_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q04609,FOLH1_HUMAN;sp,Endoplasmic Reticulum,Medium,Presynapse,Low
Q04637,IF4G1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
