Protein.IDs,LFQ_A1,LFQ_A2,LFQ_A3,LFQ_A4,LFQ_A5,LFQ_A6,LFQ_A7,LFQ_B1,LFQ_B2,LFQ_B3,LFQ_B4,LFQ_B5,LFQ_B6,LFQ_B7,LFQ_C1,LFQ_C2,LFQ_C3,LFQ_C4,LFQ_C5,LFQ_C6,LFQ_C7,LFQ_D1,LFQ_D2,LFQ_D3,LFQ_D4,LFQ_D5,LFQ_D6,LFQ_D7,LFQ_E1,LFQ_E2,LFQ_E3,LFQ_E4,LFQ_E5,LFQ_E6,LFQ_E7,LFQ_F1,LFQ_F2,LFQ_F3,LFQ_F4,LFQ_F5,LFQ_F6,LFQ_F7,LFQ_G1,LFQ_G2,LFQ_G3,LFQ_G4,LFQ_G5,LFQ_G6,LFQ_G7,LFQ_H1,LFQ_H2,LFQ_H3,LFQ_H4,LFQ_H5,LFQ_H6,LFQ_H7,LFQ_I1,LFQ_I2,LFQ_I3,LFQ_I4,LFQ_I5,LFQ_I6,LFQ_I7,LFQ_J1,LFQ_J2,LFQ_J3,LFQ_J4,LFQ_J5,LFQ_J6,LFQ_J7
sp|Q9UJS0|CMC2_HUMAN,39576000,52881000,98029000,36593000,7427800,16349000,0,21622000,51637000,47667000,34076000,9935700,7304800,0,23585000,63972000,32034000,56985000,11725000,13045000,0,50053000,75229000,101010000,56231000,26728000,13607000,0,30054000,55600000,82752000,35689000,13978000,8623100,0,53113000,67276000,118320000,69934000,49469000,29594000,0,38574000,58322000,69069000,36187000,10244000,6513900,0,32293000,40301000,51435000,66086000,22318000,10657000,0,24713000,53535000,61813000,36949000,13156000,9617600,0,37533000,63430000,91717000,57046000,17798000,9433100,0
sp|Q9UJU6|DBNL_HUMAN,22260000,36650000,27184000,16715000,17274000,17574000,37045000,41482000,56296000,42872000,27844000,29748000,12946000,11985000,36926000,34374000,30711000,19475000,27714000,22124000,39693000,22376000,34364000,30344000,25440000,22820000,26054000,8959500,29586000,35300000,27335000,33035000,26257000,16719000,20567000,24361000,27253000,25490000,14856000,16018000,14037000,14896000,20403000,34387000,32356000,23927000,20560000,20233000,14861000,25253000,20052000,20689000,21622000,14499000,16593000,13711000,31563000,47968000,29738000,23483000,23108000,11329000,7473300,22200000,26776000,14649000,14344000,14669000,14420000,24798000
sp|Q9UJW0|DCTN4_HUMAN,44117000,39755000,26684000,48949000,39077000,62213000,49101000,85553000,70093000,65377000,62340000,46362000,35778000,8846400,69918000,50824000,61808000,56496000,40004000,62765000,35804000,85540000,60932000,76373000,59265000,52231000,43701000,0,68621000,51034000,42796000,53986000,42262000,45893000,13056000,54895000,61217000,42349000,44609000,45661000,38678000,19105000,69191000,64382000,47453000,48427000,40198000,36595000,9701000,48385000,64774000,64446000,43939000,50025000,28562000,16963000,74005000,54631000,50889000,49628000,40237000,26086000,0,49894000,37900000,45317000,54509000,44242000,53309000,28188000
sp|Q9UJY1|HSPB8_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288300,0,0,0,0,0,0,0
sp|Q9UJY4|GGA2_HUMAN,0,0,0,0,2970100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9UJY5|GGA1_HUMAN,0,3641100,2591800,4398100,0,1841400,20437000,2916400,3163800,2846300,3468700,0,4971700,12593000,2019600,2695600,0,3195000,0,4871200,22167000,0,0,3532500,0,0,3081400,14622000,2886800,3710800,0,2856200,3273800,4844300,11302000,0,0,2942200,0,0,4595300,13918000,0,3610100,0,0,0,0,19129000,0,3259900,0,0,0,0,11951000,0,3514400,0,0,0,0,19089000,0,0,0,0,5056500,0,24179000
sp|Q9UJZ1|STML2_HUMAN,57881000,96973000,119380000,52353000,16016000,8625300,0,43134000,60182000,88111000,48818000,17285000,11108000,0,34998000,60410000,77106000,49700000,16281000,8983300,0,40639000,52262000,74509000,50696000,23833000,9301900,0,42321000,73324000,62118000,44684000,24494000,8214700,0,50319000,61665000,84365000,58045000,19759000,19221000,0,47252000,64046000,90701000,39670000,19726000,7906700,0,39713000,46588000,58762000,55018000,29658000,17108000,0,39527000,57751000,62630000,36184000,15129000,10219000,0,34868000,59248000,77141000,43781000,18308000,8428700,1626900
sp|Q9UK22|FBX2_HUMAN,204880000,204710000,191670000,273530000,322500000,257610000,234020000,371830000,261390000,381400000,487260000,432920000,353620000,16703000,212940000,186740000,162400000,221100000,230670000,211540000,240860000,352770000,236440000,311310000,453300000,497710000,404550000,44990000,286720000,245770000,230090000,389990000,375500000,319310000,103060000,264690000,316100000,313650000,493330000,463340000,246230000,3146300,235050000,221490000,260760000,351060000,333780000,282030000,61326000,328110000,387160000,418580000,606610000,579160000,605920000,80898000,344190000,273520000,309750000,312930000,224080000,263900000,42924000,221660000,177270000,146310000,243150000,236240000,279600000,165340000
sp|Q9UK41|VPS28_HUMAN,10293000,0,5330200,10250000,0,0,0,0,9006200,19449000,9560900,0,0,0,11163000,9108500,12314000,13759000,0,11799000,0,0,0,0,0,0,0,0,15173000,0,11200000,7478400,0,0,0,0,7544700,10802000,7007200,0,0,0,10110000,0,0,9627700,0,0,0,0,0,6063600,8391200,0,0,0,0,0,12138000,0,0,0,0,0,0,0,7196200,0,0,0
sp|Q9UK45|LSM7_HUMAN,4367500,0,0,0,0,2004600,7488800,1597100,0,0,0,0,0,0,3343900,0,2400600,0,0,0,4982500,0,0,2831700,3870100,0,0,11857000,0,0,0,0,0,0,0,2258100,2913800,0,3432200,0,0,12624000,3577400,3351800,0,2560500,3028600,2887300,11298000,0,3635200,2925000,3701900,0,0,4024300,0,0,0,0,0,0,7710600,0,0,0,1909400,0,0,6114500
sp|Q9UK76|JUPI1_HUMAN,3361400,1464700,2844200,2790500,0,4783300,74040000,2124400,2742300,2209300,3247400,3741500,3761900,87171000,1910700,2329700,2262200,2097400,3300200,1729600,50304000,0,1892100,1462000,1683400,2428500,2351500,62001000,1938400,2101600,3287300,3323500,4966400,4039900,41562000,2215000,0,1783100,0,2609200,2790900,42627000,0,0,4115100,3778100,3619700,4679400,82354000,1613800,0,0,1490700,0,2617800,9093300,0,0,1858200,0,5832900,3955500,89401000,0,0,0,0,4949600,1497900,15945000
sp|Q9UKA4|AKA11_HUMAN,0,0,0,0,0,0,0,580910,0,0,0,0,0,0,0,0,0,0,0,0,0,833080,0,0,0,1519700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9UKA9|PTBP2_HUMAN,42709000,4209500,2202700,6306800,5314100,4387300,14237000,21223000,5302000,6027000,8058800,4184000,4395900,0,26326000,5095300,5194600,7702700,4150200,6557300,26039000,38842000,4728500,9612700,9339700,7977500,6352600,0,38720000,6159700,2727300,3833800,5149600,8750900,4492900,43543000,4667600,4501100,9932700,3790000,2430100,0,33383000,2945900,3084400,3112500,4191400,3949200,6756800,28215000,4397100,4380700,6065800,2762100,1730700,0,29382000,2578700,3501200,5286900,6107500,2130000,4281700,43364000,0,2817000,5490700,7765900,9140900,9899800
sp|Q9UKB1|FBW1B_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969380
sp|Q9UKF7|PITC1_HUMAN,0,0,1998100,0,2166600,1751500,0,1665900,2706600,0,0,1994700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118000,0,0,0,0,1904000,0,1911600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9UKG1|DP13A_HUMAN,26905000,29202000,22721000,35085000,35216000,21467000,56187000,48860000,41733000,45986000,45347000,27686000,21961000,12496000,14911000,24788000,29148000,19773000,32219000,21379000,69223000,51334000,51231000,55733000,61132000,48247000,42869000,20770000,36699000,49291000,36700000,42014000,39055000,22998000,43683000,64728000,50820000,52726000,49431000,38605000,28877000,14931000,38118000,41444000,49310000,40987000,35134000,45847000,43749000,39464000,38862000,45677000,40206000,45248000,25804000,14503000,40276000,46626000,53831000,49522000,22154000,29514000,16617000,32135000,32014000,43276000,27495000,24777000,35265000,51168000
sp|Q9UKK3|PARP4_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9UKK9|NUDT5_HUMAN,3188800,0,3064700,3962400,11474000,3701600,15827000,0,0,4584500,3528600,5169300,5021600,35358000,4975400,6053200,0,6894400,2933500,4904800,11565000,0,4797800,2485400,3516100,4248300,4438500,54417000,0,0,5283300,4821300,6492200,7854000,65846000,0,4978100,3004000,3997400,4803700,10442000,118410000,0,3399400,7771800,3851100,5901300,4327500,54639000,0,3805000,0,7854800,6260800,0,97958000,0,0,0,0,7892000,0,62423000,0,0,0,0,6782700,4413000,44804000
sp|Q9UKM9|RALY_HUMAN,15064000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730100,0,0,0,0,0,0,11270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14059000,0,0,0,0,0,0
sp|Q9UKN8|TF3C4_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9UKU0|ACSL6_HUMAN;sp|Q9ULC5|ACSL5_HUMAN,152060000,144230000,183210000,220500000,151950000,147680000,0,107810000,106070000,115860000,145580000,115400000,51290000,0,131950000,115050000,101140000,134940000,123230000,114210000,0,122790000,107900000,113210000,118210000,113170000,90402000,0,89930000,99406000,100850000,104660000,85783000,59261000,0,187500000,136680000,177330000,209400000,164050000,97404000,0,94346000,103810000,129760000,120870000,112570000,72876000,0,94176000,87884000,93952000,93595000,90751000,48030000,0,98129000,108930000,105080000,109370000,58295000,52812000,13520000,140480000,136030000,148460000,164950000,158600000,156820000,0
sp|Q9UKU6|TRHDE_HUMAN,0,12470000,10111000,14353000,11712000,0,0,0,11556000,0,0,12193000,11272000,0,13579000,12974000,15114000,0,0,10692000,0,0,12306000,0,0,10776000,0,0,0,0,0,17746000,0,0,0,0,0,12299000,10077000,0,0,0,14712000,15842000,13989000,12561000,12718000,0,0,9842700,10965000,10260000,11638000,0,7818800,0,10947000,0,0,7371300,0,9969900,0,0,5980400,0,10591000,0,0,0
sp|Q9UKU7|ACAD8_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766700,7870500,0,0,0,0
sp|Q9UKV3|ACINU_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6502900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9UKX3|MYH13_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29213000,0,0,0,0,0,0,0,0,8740200,0,0,0,0,0,0,0
sp|Q9UKY7|CDV3_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12869000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39663000,0,0,0,0,0,0,14316000
sp|Q9UL12|SARDH_HUMAN,0,127410000,216610000,0,0,0,0,0,0,0,0,0,0,0,120710000,137610000,142190000,0,0,0,0,0,0,0,0,0,0,0,74669000,0,0,124260000,78362000,0,0,0,0,0,0,0,0,0,0,0,110500000,0,0,0,0,0,166510000,143830000,0,0,0,0,0,96029000,0,0,0,0,0,0,0,0,120020000,0,0,0
sp|Q9UL15|BAG5_HUMAN,10905000,7475700,8135500,10112000,0,4604900,0,22614000,9160000,0,15070000,5026900,0,0,14656000,6711000,10409000,0,0,6584600,0,18130000,10751000,0,0,9887100,0,0,11179000,0,0,8974200,0,4734600,0,13051000,15017000,15769000,9145600,0,2730300,0,12964000,10086000,11301000,6628000,6343300,0,0,7855700,8784300,7574000,7518500,0,3871700,0,11894000,11631000,5818000,9437600,5212800,3103100,0,13156000,6436800,10861000,6971800,4712200,4550100,0
sp|Q9UL18|AGO1_HUMAN;sp|Q9H9G7|AGO3_HUMAN;sp|Q9HCK5|AGO4_HUMAN;sp|Q9UKV8|AGO2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9829500,0
sp|Q9UL25|RAB21_HUMAN,15459000,18217000,25556000,28027000,23633000,26152000,18481000,14196000,18650000,16444000,28005000,34172000,38073000,34520000,14509000,15418000,20023000,26338000,36375000,28199000,21651000,22790000,31112000,30318000,29027000,38496000,37416000,38310000,22278000,31832000,37207000,38381000,36267000,43818000,36848000,21744000,24952000,22167000,26287000,38485000,36149000,25966000,23872000,27153000,24681000,29316000,30934000,32166000,20197000,23522000,36603000,31174000,40174000,39996000,54792000,38525000,19639000,22249000,26653000,41580000,33862000,50276000,39411000,26810000,40327000,33368000,35757000,33529000,38654000,22954000
sp|Q9UL26|RB22A_HUMAN,11325000,10013000,11004000,11982000,21606000,6536400,0,9500300,14938000,7670900,8507700,11860000,0,0,9939700,0,9361000,13253000,21332000,11553000,0,9378200,13475000,0,12051000,12542000,9867700,0,11764000,11107000,8757300,10696000,15233000,0,2961800,11316000,9788500,9415600,13532000,0,14130000,0,0,11384000,11938000,11625000,0,11254000,0,0,13214000,0,12941000,0,7728400,0,11881000,12387000,12257000,11745000,0,0,0,0,9249400,0,24945000,14998000,12066000,0
sp|Q9UL42|PNMA2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378100,2287400,0,1720600,0,0,0,0,1197600,0,0,0,0,0,0,0,0,0,0,0,1169500,0,1676200,0
sp|Q9UL46|PSME2_HUMAN,5939700,9013900,7882200,12265000,11620000,16204000,38533000,4229900,5385700,6950500,11308000,12512000,15783000,24789000,4310100,6835400,7195500,13295000,17062000,21130000,40328000,4616800,8468400,7372100,14544000,15550000,20615000,39667000,3637000,9299900,7360300,10706000,12471000,14405000,35190000,8106500,6496400,8390700,10576000,10555000,13716000,36096000,5057000,4225700,7182000,8643000,12438000,20272000,25586000,15638000,12960000,13284000,22565000,18862000,21618000,49955000,5673500,6749000,8880000,8799900,6755400,16912000,38967000,4079200,7971700,7496600,10176000,9344100,12253000,45048000
sp|Q9UL51|HCN2_HUMAN,10578000,5207900,9210000,14699000,8531400,6533800,0,6807400,6154300,5726700,5983600,10036000,7993000,0,6310200,6430400,0,6105400,0,8828700,0,9435500,8152600,8485700,8511100,18363000,21804000,0,5839000,5240600,0,3805700,10005000,7496800,0,6303000,5258000,4744900,10776000,8788600,7385800,0,7220200,0,5512000,0,4901800,10669000,0,4190300,0,0,0,3484400,0,0,7893500,0,0,0,9429400,8423000,0,0,0,0,9304300,12960000,14968000,0
sp|Q9ULA0|DNPEP_HUMAN,7308100,7871600,15417000,15979000,5890200,27039000,46429000,9305000,16000000,10019000,14531000,7066800,48404000,32128000,9139900,8500300,8403900,7026900,9650400,16365000,43004000,13275000,8335800,9496700,9452800,10677000,17247000,87911000,8605200,8479200,7143500,9177400,8322000,15852000,51176000,9216900,9631400,0,9984900,7864900,25201000,72865000,7144000,5603800,6232300,5684900,6602800,19071000,32882000,9072200,8140100,8541600,14236000,12804000,18573000,34182000,4385000,9757700,8970500,7153700,3673800,9815500,60405000,5557200,0,5686600,8436900,4636500,6988200,53191000
sp|Q9ULB1|NRX1A_HUMAN,11061000,14410000,14950000,18898000,14203000,7804400,9553600,9507700,14186000,15229000,12884000,21901000,13637000,10769000,12996000,15970000,21007000,18459000,18911000,13870000,0,0,6888500,4705300,10628000,0,11220000,0,0,16012000,9523100,8394200,14453000,6042900,5682500,6287800,14427000,17731000,10733000,11419000,19348000,13248000,17191000,18437000,20937000,11561000,18378000,13953000,5451100,14462000,13816000,9356000,10601000,9007300,8643800,0,9872100,18249000,17386000,15181000,14695000,10640000,9242800,4947300,19965000,18691000,14990000,13809000,8580900,7643800
sp|Q9ULC3|RAB23_HUMAN,12453000,12560000,13084000,12426000,8331300,14858000,0,18136000,20234000,23132000,22159000,18681000,11518000,0,12573000,14629000,13060000,16980000,16026000,11669000,0,12298000,15073000,15028000,23428000,17891000,0,8547900,10266000,13785000,35947000,23972000,25533000,16589000,5766300,12714000,13026000,12589000,15912000,15250000,13366000,0,13004000,17345000,19500000,15163000,10602000,11046000,0,18339000,16873000,24987000,29857000,25214000,20922000,8383500,12128000,13737000,18114000,20491000,18721000,12556000,0,0,0,9674100,12612000,10391000,8195900,5753000
sp|Q9ULC4|MCTS1_HUMAN,30124000,12668000,13649000,15555000,15656000,19826000,24482000,26560000,23479000,26058000,24692000,26507000,27275000,16244000,26500000,15322000,15206000,17960000,20725000,19697000,33504000,34110000,17619000,24579000,24343000,24499000,21357000,14818000,16003000,20513000,14984000,14903000,19228000,11741000,24875000,24739000,14242000,18978000,19253000,17355000,16810000,17520000,23740000,17571000,18641000,15536000,20303000,26415000,25583000,20355000,16490000,17756000,19672000,20687000,15293000,14387000,25222000,16103000,15408000,16543000,17309000,13129000,27322000,19613000,12496000,23845000,13412000,14316000,16115000,32429000
sp|Q9ULD0|OGDHL_HUMAN,253450000,294290000,419300000,196100000,20772000,15355000,25016000,209600000,356460000,375920000,154130000,26942000,2440900,0,253230000,436210000,484360000,218170000,48579000,35160000,10146000,176870000,300770000,303690000,152220000,43582000,2428200,0,179230000,419490000,354360000,128280000,44651000,1735700,8475000,106730000,183500000,194120000,109290000,23644000,916960,22677000,218330000,339770000,390660000,134510000,27424000,20515000,103950000,169320000,211850000,189220000,109410000,51927000,5033400,5412400,181040000,290040000,300200000,119970000,19857000,14116000,0,137020000,353900000,361590000,134240000,36031000,27921000,22319000
sp|Q9ULE4|F184B_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4371700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9ULF5|S39AA_HUMAN,0,0,0,0,3183200,0,0,0,3274200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616700,0,3762800,10856000,0,3488500,0,0,0,0,0,0,0,0
sp|Q9ULH1|ASAP1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13056000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10169000,0,17344000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9ULH7|MRTFB_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9ULJ8|NEB1_HUMAN,11002000,15503000,15781000,12780000,0,13786000,0,10077000,8309600,9262300,8358900,7171500,14718000,0,10869000,19035000,17812000,7391900,4280800,11042000,0,4020600,7540200,7796300,8036300,3241000,0,0,0,11411000,5421300,8301800,4117500,0,0,8673800,14163000,10729000,6174100,0,10881000,0,10914000,11281000,13389000,6495100,0,0,0,4461600,6448200,0,5776200,0,0,0,8578700,10058000,10479000,0,0,13805000,0,5785600,13906000,12199000,6887500,0,0,0
sp|Q9ULK0|GRID1_HUMAN,3443300,0,0,3888300,5012400,0,0,2315200,1689600,3372300,0,0,0,0,3226500,2988800,0,0,0,3766200,0,2469600,2819300,2003800,5197900,0,0,0,3528200,3023900,3606800,5201500,3342100,2836300,0,0,2091000,4049700,3659100,0,0,0,2786400,2086200,0,2254100,3271700,3583400,0,0,0,0,0,0,0,0,2667100,2328600,0,2942400,0,0,0,0,2637800,3225600,3918000,0,0,0
sp|Q9ULL4|PLXB3_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9ULN7|PNM8B_HUMAN,8045600,5597000,6290700,7289800,7243600,5944900,0,8784300,6636700,7247300,10871000,9551500,9138100,0,8287500,5902100,6625300,8751700,13809000,6947100,3425400,0,6794200,5504600,0,0,8608300,0,7114100,5088200,0,10432000,9534800,0,0,7242100,6287100,5845100,8138200,0,7264700,0,0,6635000,9287500,0,0,0,0,1417800,0,0,0,0,2996200,0,6844900,3058400,0,9292700,6476500,0,0,0,0,2968800,5451500,0,6779200,4174600
sp|Q9ULP0|NDRG4_HUMAN,256160000,268560000,261060000,470900000,502550000,365000000,23545000,211900000,216120000,219860000,350810000,439010000,509420000,34203000,134280000,160130000,168240000,248860000,272440000,275880000,25248000,136160000,186600000,178920000,261200000,349290000,442560000,47463000,128490000,141880000,115980000,165160000,212120000,219740000,18679000,205460000,226560000,245790000,280990000,454200000,627230000,55154000,173470000,190890000,184850000,204810000,231090000,215330000,33561000,192380000,200900000,166880000,154360000,167740000,177290000,35329000,201010000,205560000,204910000,221220000,309490000,426790000,61357000,208990000,232520000,252580000,330280000,394770000,367430000,34501000
sp|Q9ULP9|TBC24_HUMAN,58087000,55060000,35511000,41509000,28751000,27434000,44972000,44186000,75165000,71440000,59779000,62592000,75321000,36736000,69093000,76946000,87298000,89076000,100430000,99955000,18582000,32087000,71599000,72954000,55977000,59059000,56296000,0,38141000,60224000,83676000,30317000,36166000,25689000,19515000,25195000,43985000,45874000,23789000,30552000,16652000,19360000,55673000,56656000,81617000,46334000,67879000,95484000,38634000,59096000,60808000,81532000,53529000,75121000,63999000,45184000,76386000,57800000,63641000,74881000,45393000,96635000,31456000,38740000,69602000,62445000,34400000,41757000,33047000,15710000
sp|Q9ULQ1|TPC1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q9ULR3|PPM1H_HUMAN,46248000,53079000,42204000,31079000,75212000,109580000,61102000,33399000,47889000,32827000,14207000,37697000,68927000,35934000,35417000,52881000,57114000,35774000,73351000,117040000,58146000,43209000,56051000,38786000,32188000,48977000,43247000,39170000,43502000,67220000,40921000,55086000,61148000,75181000,39932000,50704000,47348000,43163000,35143000,45848000,32318000,52304000,52408000,79078000,71877000,51845000,70293000,102040000,54149000,57176000,48823000,43867000,52362000,66012000,60112000,29222000,31087000,71055000,63994000,66714000,43546000,82053000,77246000,43192000,53906000,55309000,55703000,41629000,68215000,45019000
sp|Q9ULT8|HECD1_HUMAN,0,0,0,429880000,0,0,0,0,325560000,0,543380000,0,0,0,242480000,0,0,0,0,0,0,149720000,0,0,0,212170000,0,0,0,0,0,139650000,209720000,0,0,326990000,0,0,374760000,0,0,0,131730000,0,0,0,0,0,0,0,0,403670000,0,0,71458000,0,0,0,0,0,0,0,0,76603000,87338000,0,0,0,0,0
sp|Q9ULU8|CAPS1_HUMAN,158450000,172760000,159700000,201420000,174260000,163680000,156950000,220480000,264030000,218280000,165680000,136820000,76474000,1762500,168700000,176260000,180010000,205170000,155290000,157380000,188630000,156430000,188300000,192650000,154280000,115080000,81141000,0,142990000,155600000,132910000,109070000,91564000,73606000,25544000,204850000,267850000,195650000,141360000,118930000,68517000,4617700,225360000,230780000,199740000,190980000,148080000,118480000,50491000,158200000,187290000,151680000,74730000,56435000,41119000,9005000,187610000,216470000,227870000,162460000,129560000,56887000,5310300,164350000,170040000,155370000,162780000,125200000,132300000,129270000
sp|Q9ULV4|COR1C_HUMAN;sp|Q6QEF8|CORO6_HUMAN,40040000,38252000,34024000,38700000,51601000,117880000,81301000,51142000,57772000,57233000,50786000,55776000,60630000,67772000,44797000,42638000,42432000,47801000,61530000,120000000,104420000,61284000,51985000,63729000,58996000,59215000,58981000,50129000,43946000,47386000,45400000,46069000,69958000,95540000,70304000,57251000,55999000,40018000,54518000,54843000,40276000,36112000,47501000,55320000,43144000,52600000,57841000,113610000,67184000,64528000,59132000,69003000,58753000,79336000,74507000,71616000,45841000,60577000,51655000,49987000,51254000,79463000,47072000,37346000,39668000,32321000,44123000,64959000,107010000,84209000
sp|Q9ULX7|CAH14_HUMAN,0,0,0,0,0,0,0,0,0,3971100,0,0,12016000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630800,4700600,0,0,0,0,0,0,0,0,6254800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011300,0,0
sp|Q9ULZ3|ASC_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5745000
sp|Q9UM00|TMCO1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6794500,0
